project_code,archetype,year,quarter,gross_sales,productivity_increase,employment_generated,employment_increase,man_months,cost_to_sales_ratio,gross_margin,labor_cost_share,material_cost_ratio,repayment_days_late,repayment_overdue_count,repayment_completion_ratio,sales_trend_3q,sales_volatility,sales_vs_baseline_ratio,regular_employment_ratio,avg_workdays_per_employee,market_count,interventions_availed_count,report_days_late,problems_reported_count,label,outcome,triggered
SETUP-0095,stable,2023,1,417540.0,-3.8878530488225955,12,0.0,33.55,0.6633705034248215,0.3366294965751785,0.3896293616101337,0.29604349283900944,1.0,4.0,0.19999999999999998,-0.042362088611837254,0.030191378195208268,0.9234382773658575,0.3333333333333333,55.916666666666664,2.0,1.0,9.0,3.0,0,Routine Monitoring,
SETUP-0096,declining,2022,2,268400.0,-0.36009949140587294,14,-17.647058823529413,36.2,0.7190025335320417,0.28099746646795826,0.3810847927052443,0.3842399403874814,0.0,1.0,0.5,-0.0036074901909738362,0.0,0.8694666678825379,0.21428571428571427,51.714285714285715,1.0,2.0,13.0,4.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0096,declining,2022,3,293100.0,9.2026825633383,14,-17.647058823529413,34.1,0.7569355851245309,0.2430644148754691,0.345546620804261,0.3617877857386558,9.5,1.0,0.6666666666666667,0.042840636922743626,0.04781391027372087,0.9494809253218027,0.35714285714285715,48.714285714285715,3.0,1.0,0.0,3.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0096,declining,2022,4,222450.0,-24.104401228249746,15,-11.76470588235294,36.85,0.7392724657226343,0.26072753427736567,0.43996320852951115,0.3030568667116206,9.5,2.0,0.5,-0.044073975619944555,0.14002382719049764,0.7206142334965371,0.13333333333333333,49.13333333333333,2.0,0.0,9.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0096,declining,2023,1,203775.0,-8.395144976399191,13,-23.52941176470588,32.15,0.7076470617102196,0.2923529382897804,0.45039090634599893,0.36707152496626183,9.5,3.0,0.39999999999999997,-0.10712495887013086,0.13604844303917452,0.660117623873935,0.23076923076923078,49.46153846153846,1.0,1.0,10.0,3.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0096,declining,2023,2,231030.0,13.375046006624954,14,-17.647058823529413,33.1,0.7805950742327836,0.21940492576721635,0.4553739562544,0.3087044972514392,9.5,4.0,0.3333333333333333,-0.08623514370945594,0.1536746531711795,0.7484086597649133,0.2857142857142857,47.285714285714285,2.0,1.0,7.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0097,declining,2022,2,282140.0,1.3870921374155527,16,-11.11111111111111,41.85,0.801573367831573,0.19842663216842701,0.3511822883602732,0.3565074076699511,0.0,2.0,0.0,0.013775382748652797,0.0,0.9621980212326416,0.1875,52.3125,2.0,2.0,15.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0097,declining,2022,3,201900.0,-28.439781668675124,14,-22.22222222222222,33.75,0.864329965329371,0.13567003467062902,0.4547601253396545,0.43959881129271916,0.0,3.0,0.0,-0.15029121628712352,0.14913436903045338,0.688551004773766,0.07142857142857142,48.214285714285715,2.0,2.0,7.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0097,declining,2022,4,147870.0,-26.76077265973254,10,-44.44444444444444,24.9,0.7806321769121526,0.2193678230878474,0.47230024790335584,0.35554879285859203,0.0,4.0,0.0,-0.2071962996736945,0.13681957969591832,0.5042894357399543,0.3,49.8,1.0,2.0,16.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0097,declining,2023,1,120820.0,-18.293095286400217,8,-55.55555555555556,18.45,0.7969745075318656,0.20302549246813437,0.3626603300056932,0.31402085747392816,0.0,5.0,0.0,-0.2858873699732972,0.044406690673465664,0.4120392887407945,0.0,46.125,1.0,1.0,11.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0098,growing,2022,2,383850.0,25.959834613112818,11,10.0,33.2,0.728191324736225,0.27180867526377495,0.36274253689159525,0.2915201250488472,10.0,1.0,0.5,0.22977388576656646,0.0,1.0798079030601715,0.5454545454545454,60.36363636363637,2.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0098,growing,2022,3,374280.0,-2.493161391168425,10,0.0,30.5,0.5103066688041039,0.4896933311958961,0.3167532279728361,0.3182644009832211,9.0,1.0,0.6666666666666666,0.09813994185554208,0.14226498002140622,1.05288654932229,0.3,61.0,4.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0098,growing,2022,4,563475.0,50.54905418403335,13,30.0,39.55,0.5040001419761302,0.49599985802386976,0.2545742921583422,0.22872354585385332,6.0,1.0,0.75,0.18855408907704085,0.21673535664627094,1.5851107416356134,0.46153846153846156,60.84615384615385,3.0,1.0,0.0,0.0,0,Routine Monitoring,
SETUP-0098,growing,2023,1,642000.0,13.935844536137362,13,30.0,39.4,0.5816703426791276,0.4183296573208723,0.3391609125679414,0.1942601246105919,5.25,1.0,0.7999999999999999,0.19630119092179946,0.2217084168603842,1.8060093103155663,0.7692307692307693,60.61538461538461,5.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0098,growing,2023,2,738240.0,14.990654205607475,13,30.0,39.9,0.6202659297789336,0.3797340702210664,0.26923682355855727,0.3407360749891634,4.2,1.0,0.8333333333333333,0.20196851158005086,0.1701646115835849,2.0767419209460494,0.5384615384615384,61.38461538461539,4.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0098,growing,2023,3,807795.0,9.42173276983095,12,20.0,37.2,0.5939797473368862,0.4060202526631138,0.3524105920489543,0.22492711640948507,3.5,1.0,0.8571428571428571,0.1205447190815225,0.024152918948364754,2.2724069950566403,0.3333333333333333,62.0,5.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0099,stable,2022,2,494750.0,8.94217642136786,16,-5.88235294117647,47.0,0.5310809701869631,0.4689190298130369,0.24917455530647856,0.29109651339060133,18.0,1.0,0.5,0.08559474754713402,0.0,1.2011419284840459,0.1875,58.75,3.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0099,stable,2023,2,529740.0,20.701322669947707,18,5.88235294117647,53.95,0.6612316608147394,0.3387683391852606,0.25867690858130243,0.24052365311284782,14.0,3.0,0.4,0.011415629235447993,0.12955451769966683,1.2860897932190773,0.3888888888888889,59.94444444444444,4.0,0.0,4.0,0.0,0,Routine Monitoring,
SETUP-0099,stable,2023,3,589970.0,11.369728546079209,19,11.76470588235294,56.7,0.5703152872179941,0.42968471278200593,0.22714918891020275,0.26508127531908404,9.333333333333334,3.0,0.5,0.07744649457311696,0.1289325820883352,1.432314711566918,0.5789473684210527,59.68421052631579,5.0,0.0,0.0,0.0,0,Routine Monitoring,LABOR_CONTRACTION
SETUP-0100,volatile,2022,2,224850.0,12.15582601755786,9,-25.0,28.2,0.7216861907938626,0.27831380920613735,0.34555781145063746,0.36862352679564153,24.0,1.0,0.29848212953380343,0.11459337455622692,0.0,0.605024244022409,0.1111111111111111,62.666666666666664,1.0,1.0,2.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0100,volatile,2022,3,222120.0,-1.2141427618412275,9,-25.0,24.5,0.8177233027192509,0.1822766972807491,0.42053253626687265,0.3380605078336035,24.0,2.0,0.19898808635586898,0.05013514557108657,0.06684984389699544,0.5976783859562262,0.3333333333333333,54.44444444444444,1.0,0.0,6.0,3.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0100,volatile,2022,4,202000.0,-9.058166756708086,10,-16.666666666666664,28.2,0.6915048514851486,0.30849514851485144,0.35229408554939506,0.31175742574257426,25.0,2.0,0.3992410647669017,0.000861734063217376,0.08757969494635927,0.5435396810875099,0.2,56.4,3.0,2.0,7.0,1.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0100,volatile,2023,1,183390.0,-9.212871287128714,9,-25.0,25.45,0.8270454223240089,0.17295457767599112,0.39556493867748443,0.37951905774578765,25.0,3.0,0.31939285181352134,-0.06944110721322505,0.03734706651354255,0.49346406987444774,0.0,56.55555555555556,1.0,0.0,7.0,4.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0100,volatile,2023,2,225720.0,23.081956486177,10,-16.666666666666664,24.7,0.6033553074605705,0.39664469253942947,0.3253723345201123,0.2519493177387914,23.333333333333332,3.0,0.4328273765112678,-0.0037492649088486972,0.15187594925051506,0.6073652317577858,0.4,49.4,3.0,2.0,0.0,2.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0101,volatile,2022,2,116340.0,-28.317929759704253,4,0.0,10.6,0.7024847859721506,0.2975152140278494,0.3241067709748103,0.3230617156609936,0.0,1.0,0.5,-0.3298880275624462,0.0,0.9830628678167872,0.75,53.0,4.0,1.0,0.0,3.0,0,Routine Monitoring,
SETUP-0101,volatile,2022,3,142380.0,22.382671480144403,5,25.0,13.5,0.5904414243573536,0.4095585756426464,0.2666541766363873,0.19774546986936367,1.5,1.0,0.6666666666666667,-0.07097050021376657,0.25350300619924326,1.2030985999635049,0.4,54.0,5.0,0.0,0.0,0.0,0,Routine Monitoring,SALES_CONTRACTION
SETUP-0101,volatile,2022,4,121020.0,-15.002107037505269,4,0.0,12.45,0.5808310196661709,0.41916898033382916,0.3101105002164537,0.245579243100314,1.5,2.0,0.5,-0.07217179543945096,0.21461810438453213,1.0226084602302525,0.5,62.25,5.0,1.0,0.0,0.0,1,Additional Review or Follow-up,SALES_CONTRACTION|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0101,volatile,2023,1,99855.0,-17.488844819038178,4,0.0,8.55,0.6649861298883382,0.3350138701116619,0.35164773932907933,0.31090080616894494,1.5,3.0,0.4,-0.059062333844181025,0.1823776101512648,0.843766053514228,0.0,42.75,3.0,1.0,1.0,2.0,0,Routine Monitoring,
SETUP-0102,declining,2022,2,414090.0,17.178148478288552,5,0.0,12.2,0.6925303919437804,0.3074696080562196,0.39470574161703365,0.33656934482841894,0.0,2.0,0.0,0.1581940779829962,0.0,0.9745112211640614,0.2,48.8,1.0,1.0,1.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0102,declining,2022,3,338250.0,-18.314859088603928,4,-20.0,10.25,0.8026723133776792,0.19732768662232084,0.4535194355027889,0.3778122690317812,0.0,3.0,0.0,-0.020531777792850845,0.17746503783446238,0.7960308642052302,0.25,51.25,1.0,2.0,4.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0102,declining,2022,4,230370.0,-31.893569844789354,4,-20.0,9.35,0.7950500065112646,0.20494999348873547,0.47055190811182634,0.3715110474454139,0.0,4.0,0.0,-0.13318963097683922,0.20688613376882603,0.5421482045438547,0.0,46.75,1.0,2.0,10.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0102,declining,2023,1,186030.0,-19.24729782523766,3,-40.0,7.2,0.8567998172337795,0.14320018276622049,0.4341987322077662,0.3264796000645057,0.0,5.0,0.0,-0.2710816777041943,0.06192998051475526,0.4377993249611204,0.0,48.0,1.0,1.0,14.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0102,declining,2023,2,182805.0,-1.7335913562328658,3,-40.0,8.05,0.8505198982522358,0.14948010174776413,0.3728450908156321,0.37241869751921447,0.0,6.0,0.0,-0.21789845912603806,0.12366093484942997,0.43020967370594854,0.3333333333333333,53.666666666666664,1.0,2.0,17.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0103,stable,2023,1,69570.0,-0.3223726627981947,13,8.333333333333332,39.05,0.6125498059508409,0.38745019404915915,0.32118036122885113,0.29409228115567054,0.0,3.0,0.25,-0.1796801163213377,0.1712682718333838,0.48624454578053206,0.46153846153846156,60.07692307692308,4.0,2.0,0.0,0.0,0,Routine Monitoring,
SETUP-0104,declining,2022,2,378360.0,33.814323607427056,11,-21.428571428571427,27.3,0.8190844698171054,0.18091553018289463,0.345279514489424,0.38606089438629876,22.0,1.0,0.5,0.2892408222534828,0.0,0.9746094983856001,0.2727272727272727,49.63636363636363,1.0,1.0,14.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0104,declining,2022,3,296430.0,-21.653980336187757,10,-28.57142857142857,25.3,1.027523833620079,-0.027523833620078986,0.4110669959104549,0.3397429409978747,22.0,2.0,0.33333333333333337,0.021429914155022243,0.2773415197180741,0.7635677492505641,0.2,50.6,2.0,2.0,14.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0104,declining,2022,4,297270.0,0.2833721283270924,9,-35.714285714285715,22.15,0.7953796884986714,0.2046203115013287,0.3787326408126592,0.32581491573317184,22.0,3.0,0.25,-0.012231333827432042,0.2280912313241579,0.7657314874328347,0.1111111111111111,49.22222222222222,2.0,0.0,0.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0104,declining,2023,1,252600.0,-15.026743364618026,10,-28.57142857142857,23.5,0.8625275534441806,0.1374724465558194,0.42824826737378946,0.2983768804433888,22.0,4.0,0.19999999999999998,-0.12295330948998089,0.0918674975432319,0.6506669819542303,0.2,47.0,1.0,1.0,11.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0104,declining,2023,2,289080.0,14.441805225653207,10,-28.57142857142857,26.05,0.938129687283797,0.06187031271620303,0.38666001117352916,0.3767988100179881,22.0,5.0,0.16666666666666669,-0.023505786608888656,0.12033546721081004,0.7446350401556964,0.3,52.1,1.0,1.0,14.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0104,declining,2023,3,225640.0,-21.945482219454824,8,-42.857142857142854,20.3,0.8947228771494415,0.10527712285055846,0.431141806432931,0.3184054245701117,25.0,5.0,0.28571428571428575,-0.06703425731971933,0.15777265609349006,0.5812212898184977,0.0,50.75,1.0,2.0,16.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0105,declining,2022,2,446110.0,58.51543900792382,14,27.27272727272727,36.45,0.5034145165990451,0.49658548340095493,0.3291589011847763,0.27522359956064646,12.0,1.0,0.5,0.45270363141545483,0.0,1.0517836959239604,0.5,52.07142857142857,4.0,0.0,0.0,0.0,0,Routine Monitoring,LABOR_CONTRACTION
SETUP-0105,declining,2022,3,418140.0,-6.269754096523279,11,0.0,29.55,0.7999021619553259,0.2000978380446741,0.39976064896969127,0.3942579040512747,12.0,2.0,0.3333333333333333,0.17898977026743942,0.3239259655222355,0.9858394445622038,0.45454545454545453,53.72727272727273,2.0,1.0,6.0,3.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0105,declining,2022,4,338850.0,-18.96254842875592,10,-9.090909090909092,26.7,0.9090417884019477,0.09095821159805224,0.38053050946760475,0.36764054891544934,12.0,3.0,0.25,0.03887829818191616,0.33929775207656904,0.7988991624573176,0.1,53.4,1.0,2.0,12.0,3.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0105,declining,2023,1,316950.0,-6.463036741921203,9,-18.181818181818183,24.8,0.7346215491402429,0.2653784508597571,0.28962370022457645,0.31008045433033604,12.0,4.0,0.2,-0.12283017006019539,0.05938407741611538,0.7472660160568004,0.4444444444444444,55.111111111111114,4.0,1.0,0.0,1.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0105,declining,2023,2,318715.0,0.5568701687963401,8,-27.27272727272727,18.65,0.8195564061936212,0.18044359380637878,0.4458481869330792,0.37765715451108356,12.0,5.0,0.16666666666666669,-0.09196103844814402,0.08072756570582364,0.7514273175817736,0.125,46.625,2.0,2.0,13.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0106,declining,2022,2,206175.0,12.075994781474234,18,-5.263157894736842,46.5,0.8098177761610283,0.19018222383897165,0.4538438124872053,0.34972717351764276,0.0,2.0,0.0,0.11388365565765697,0.0,0.5244325940752077,0.2777777777777778,51.666666666666664,2.0,2.0,4.0,3.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0106,declining,2022,3,242550.0,17.642779192433615,18,-5.263157894736842,45.0,0.7446312925170069,0.2553687074829932,0.3648207920787694,0.36264687693259123,0.0,2.0,0.17705240675970907,0.13890798738708837,0.0278339220547969,0.6169570786610482,0.2222222222222222,50.0,3.0,1.0,9.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0106,declining,2022,4,127050.0,-47.61904761904761,14,-26.31578947368421,36.55,0.8133413616686344,0.18665863833136567,0.4239005324622766,0.42920110192837463,0.0,3.0,0.1327893050697818,-0.07073782305672373,0.2954016703227051,0.3231679935843586,0.21428571428571427,52.214285714285715,1.0,1.0,20.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0106,declining,2023,1,114180.0,-10.129870129870131,13,-31.57894736842105,30.55,0.7988982308635487,0.20110176913645125,0.4045906409028023,0.3694605009633911,0.0,4.0,0.10623144405582544,-0.2269626279974781,0.2674128002829766,0.29043149553295605,0.23076923076923078,47.0,3.0,1.0,5.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0107,stable,2022,2,282150.0,7.7113953044474135,7,-12.5,19.45,0.6119690235690236,0.38803097643097645,0.1757014916452507,0.3034201665780613,9.0,1.0,0.3457513175291905,0.07425105679103106,0.0,1.0184908888923903,0.42857142857142855,55.57142857142857,4.0,0.0,0.0,1.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0107,stable,2022,3,292700.0,3.7391458444090024,7,-12.5,19.25,0.7260691834642979,0.27393081653570206,0.3405331110488426,0.31158182439357707,9.0,2.0,0.23050087835279368,0.055120697896749525,0.019861247300192054,1.0565737486400943,0.2857142857142857,55.0,1.0,1.0,10.0,2.0,0,Routine Monitoring,
SETUP-0107,stable,2022,4,276180.0,-5.644004099760847,9,12.5,27.65,0.6195494967050474,0.3804505032949526,0.35092998435249767,0.3267253240640162,11.5,2.0,0.4228756587645953,0.01913421624827041,0.055994936466858464,0.9969406829498506,0.4444444444444444,61.44444444444444,3.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0107,stable,2023,1,291280.0,5.467448765297994,9,12.5,26.0,0.5506161425432573,0.44938385745674264,0.28415023069397366,0.24371738533369952,7.666666666666667,2.0,0.5383005270116762,0.0038063222767900132,0.04881881679953067,1.0514479040105456,0.2222222222222222,57.77777777777778,4.0,0.0,0.0,1.0,0,Routine Monitoring,
SETUP-0107,stable,2023,2,320040.0,9.873661082120297,8,0.0,23.0,0.582866204224472,0.41713379577552806,0.3032498036619393,0.2407355330583677,6.25,2.0,0.6152504391763969,0.03291645483816302,0.06529225106739588,1.1552643065076045,0.625,57.5,5.0,0.0,5.0,1.0,0,Routine Monitoring,
SETUP-0107,stable,2023,3,367735.0,14.902824646919136,8,0.0,23.6,0.6385766380681741,0.3614233619318259,0.38735417029167596,0.2383509864440426,5.0,2.0,0.6702146621511972,0.09669105784972536,0.03854773536652599,1.327431320314879,0.625,59.0,4.0,1.0,5.0,1.0,0,Routine Monitoring,SALES_CONTRACTION
SETUP-0108,declining,2022,2,90975.0,-36.895224222245346,11,-31.25,27.2,0.70626798571036,0.2937320142896401,0.4418649604460386,0.32404506732618854,0.0,2.0,0.0,-0.4524113294207706,0.0,0.5177483980104802,0.18181818181818182,49.45454545454545,2.0,1.0,13.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0108,declining,2022,3,71880.0,-20.989282769991757,11,-31.25,25.6,0.7846832220367279,0.21531677796327214,0.40886402734037514,0.35844462993878684,18.0,2.0,0.19316943691671795,-0.3531610318546023,0.07952970726126793,0.4090767227149582,0.18181818181818182,46.54545454545455,1.0,2.0,0.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0108,declining,2022,4,61160.0,-14.913745130773512,12,-25.0,30.7,0.8309802158273382,0.16901978417266186,0.41017103560905305,0.38783518639633746,18.0,3.0,0.14487707768753844,-0.29128143842685644,0.09268204633386182,0.34806806289992825,0.5833333333333334,51.166666666666664,1.0,1.0,27.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0109,declining,2022,2,138510.0,7.172701949860724,19,-9.523809523809524,49.6,0.8026205328135153,0.19737946718648472,0.35033345485786443,0.3352465525954805,0.0,2.0,0.0,0.0692436974789916,0.0,1.0421719221006773,0.2631578947368421,52.21052631578947,1.0,3.0,5.0,3.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0109,declining,2022,3,127740.0,-7.77561186917912,20,-4.761904761904762,50.15,0.8323993267574762,0.16760067324252387,0.37948535836643216,0.3931031783309848,0.0,3.0,0.0,-0.0056891451111279676,0.07474156909519922,0.9611366784285648,0.25,50.15,2.0,2.0,10.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0109,declining,2022,4,114900.0,-10.05166744950681,16,-23.809523809523807,38.35,0.7945054830287206,0.20549451697127943,0.41627899538036917,0.31762402088772845,0.0,4.0,0.0,-0.04215599835419973,0.0763989104229393,0.8645264157776897,0.25,47.9375,1.0,1.0,4.0,2.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0109,declining,2023,1,109605.0,-4.608355091383812,18,-14.285714285714285,45.75,0.747377674376169,0.252622325623831,0.40031139090337664,0.3526298982710643,0.0,5.0,0.0,-0.08114435920163829,0.02232128877435314,0.8246859686798407,0.3333333333333333,50.833333333333336,2.0,2.0,6.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0110,growing,2022,2,270195.0,31.19446467589221,12,9.090909090909092,37.2,0.48707640777956657,0.5129235922204335,0.2290932734554401,0.255019522937138,12.0,0.0,1.0,0.269854771130643,0.0,1.226901210443084,0.4166666666666667,62.0,5.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0110,growing,2022,3,300420.0,11.18636540276467,14,27.27272727272727,43.05,0.4930873443845283,0.5069126556154717,0.29402713636974265,0.2371679648492111,12.0,1.0,0.6666666666666667,0.18247667613142493,0.1000404963656377,1.3641468629741904,0.21428571428571427,61.5,4.0,0.0,0.0,1.0,0,Routine Monitoring,SALES_CONTRACTION
SETUP-0111,growing,2022,2,203940.0,39.27473878303626,15,-6.25,47.0,0.5468425026968717,0.4531574973031283,0.3078307750881297,0.2388202412474257,0.0,1.0,0.5,0.32828153095299256,0.0,1.0310428373425273,0.26666666666666666,62.666666666666664,4.0,1.0,0.0,0.0,0,Routine Monitoring,
SETUP-0111,growing,2022,3,225600.0,10.620770814945573,18,12.5,58.1,0.6603193705673759,0.33968062943262417,0.3411295912110013,0.22690602836879434,0.0,2.0,0.3333333333333333,0.20618261367779572,0.14326983984045344,1.1405475341005893,0.6666666666666666,64.55555555555556,4.0,0.0,0.0,0.0,0,Routine Monitoring,SALES_CONTRACTION
SETUP-0112,stable,2022,2,76350.0,14.330637915543576,22,4.761904761904762,64.5,0.7374057629338573,0.26259423706614277,0.4136739837157219,0.33601833660772756,11.0,0.0,1.0,0.13372458604066234,0.0,0.9422765228009321,0.13636363636363635,58.63636363636363,2.0,1.0,0.0,2.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0112,stable,2022,3,76050.0,-0.3929273084479371,20,-4.761904761904762,55.85,0.7419575279421433,0.25804247205785674,0.3893276257858319,0.26522024983563447,11.0,1.0,0.6666666666666667,0.06344100739118533,0.07361782611995757,0.9385740610217536,0.5,55.85,2.0,0.0,0.0,3.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0113,stable,2022,2,487515.0,21.75395219899603,15,15.384615384615385,40.05,0.571434109719701,0.42856589028029907,0.3571776711188455,0.23346973939263407,0.0,1.0,0.5,0.19619900329419715,0.0,1.3739282685244536,0.7333333333333333,53.4,4.0,1.0,0.0,0.0,0,Routine Monitoring,
